inchikey	drugbank_id	pubchem_cid	bioavailability	bioavailability_evidence	bioavailability_source	clearance	clearance_evidence	clearance_source	half_life	half_life_evidence	half_life_source	volume_of_distribution	volume_of_distribution_evidence	volume_of_distribution_source	ld50	ld50_evidence	ld50_source	mutagenicity	mutagenicity_evidence	mutagenicity_source	fetch_date	source_version
AEGSYIKLTCZUEZ-FZTWWWDYSA-K	DB09473		After injection of labeled leukocytes into normal volunteers, about 30% of the dose is taken up by spleen and 30% by liver, reaching a plateau at 2-48 hours after injection.	structured/high	drugbank_xml:DB09473#absorption	Clearance from whole blood and biological distribution can vary considerably with the individual recipient, the condition of the injected cells and labeling techniques used.	structured/high	drugbank_xml:DB09473#clearance	Indium In 111 decays by electron capture with a physical half-life of 67.2 hours (2.8 days).	structured/high	drugbank_xml:DB09473#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEHSFPPTWRQOFS-MSOLQXFVSA-N	DB07400			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEIJTFQOBWATKX-UHFFFAOYSA-N	DB14589	144211336		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEJACXAFHXBVHF-UHFFFAOYSA-N	DB18780			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEKIJKSVXKWGRJ-BYPYZUCNSA-N	DB04000			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEKJCSNKYXWOAQ-INIZCTEOSA-N	DB06936			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEKJLAYKIYFBGU-UHFFFAOYSA-N	DB18049			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEKNYBWUEYNWMJ-QWOOXDRHSA-N	DB06295			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEKQMJRJRAHOAP-CYBMUJFWSA-N	DB21114	144206751		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AELCINSCMGFISI-DTWKUNHWSA-O	DB02665			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AELCINSCMGFISI-UHFFFAOYSA-N	DB00752	174006850	Interindividual variability in absorption.	structured/high	drugbank_xml:DB00752#absorption		none	none	1.5-3.2 hours in patients with normal renal and hepatic function	structured/high	drugbank_xml:DB00752#half-life	1.1-5.7 L/kg	structured/high	drugbank_xml:DB00752#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AELILMBZWCGOSB-UHFFFAOYSA-N	DB20457			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMFNILZOJDQLW-QAGGRKNESA-N	DB01536	144204444		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMOLEFTQBMNLQ-BKBMJHBISA-N	DB03511			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMOLEFTQBMNLQ-BYHBOUFCSA-N	DB01982			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMOLEFTQBMNLQ-DTEWXJGMSA-N	DB03652			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMOLEFTQBMNLQ-QIUUJYRFSA-N	DB03156			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMOLEFTQBMNLQ-VCSGLWQLSA-N	DB02945			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEMRFAOFKBGASW-UHFFFAOYSA-N	DB03085	144211615		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEOBEOJCBAYXBA-KQYNXXCUSA-N	DB02098			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEOCXXJPGCBFJA-UHFFFAOYSA-N	DB00609	104171307	Bioavailability approximately 100%.	structured/high	drugbank_xml:DB00609#absorption		none	none	2 to 3 hours	structured/high	drugbank_xml:DB00609#half-life	* 93.5 L [healthy volunteers]	structured/high	drugbank_xml:DB00609#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEQDJSLRWYMAQI-KRWDZBQOSA-N	DB12093			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AERBNCYCJBRYDG-KSZLIROESA-N	DB14119	26756990		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AERLHOTUXIJQFV-RCPZPFRWSA-N	DB19481			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AETHRPHBGJAIBT-UHFFFAOYSA-N	DB03841	137275979		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEUTYOVWOVBAKS-UWVGGRQHSA-N	DB00330		Oral ethambutol is approximately 75-80% orally bioavailable.[L31663,L31748] A 25 mg/kg oral dose of ethambutol reaches a Cmax of 2-5 µg/mL, with a Tmax of 2-4 hours.[L31663,L31748] In a separate study, the AUC0-8 varied from 6.3 ± 5.5 h\*mg/L to 10.8 ± 7.6 h\*mg/L depending on CYP1A2 genetic polymorphisms.[A228953]	structured/high	drugbank_xml:DB00330#absorption	Patients coinfected with tuberculosis and HIV have an estimated ethambutol oral clearance of 77.4 L/h.[A228953]	structured/high	drugbank_xml:DB00330#clearance	Ethambutol has a half life of 3.3 hours in patients with normal renal function.[L31748] In patients with renal failure, the half life could be 7 hours or longer.[L31748]	structured/high	drugbank_xml:DB00330#half-life	Patients coinfected with tuberculosis and HIV have an estimated ethambutol volume of distribution of 76.2 L.[A228953]	structured/high	drugbank_xml:DB00330#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEVBKBAFFJKFJZ-UHFFFAOYSA-N	DB07245			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEVGUKVBCBHBNF-MJMUOCKJSA-N	DB13622			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEVUURWLDCELOV-AYVPJYCDSA-N	DB19515			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEXFXNFMSAAELR-RXVVDRJESA-N	DB15638		The median time to maximum plasma concentration (Tmax) is 1.0-1.4 hours after a single dose of 10 mg or 25 mg.[L53808] The absolute oral bioavailability of brensocatib has not been studied in humans, but based on mass balance studies in healthy subjects, oral absorption is greater than 80%.[L53808] Following once-daily	structured/high	drugbank_xml:DB15638#absorption	The apparent oral clearance of brensocatib ranged from 6.4 to 10.7 L/hour.[L53808] In a study of healthy Japanese and White adults, mean steady-state CL/F was slightly higher in Japanese participants (10.1, 6.4, and 10.7 L/h for 10 mg, 25 mg, and 40 mg groups, respectively) compared with White participants (8.5, 7.0, a	structured/high	drugbank_xml:DB15638#clearance	Following a single oral administration of brensocatib in healthy subjects, the elimination half-life ranged from 25 to 39 hours.[L53808] In a study of healthy Japanese and White adults, the elimination half-life of brensocatib ranged from 22 to 28 hours.[A274353]	structured/high	drugbank_xml:DB15638#half-life	Following once-daily administration of 10 mg or 25 mg brensocatib in patients with NCFB, the estimated volume of distribution at steady state ranged from 126 to 138 L.[L53808]	structured/high	drugbank_xml:DB15638#volume-of-distribution		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AEZZJXJIJFSUEM-QFIPXVFZSA-N	DB21483			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFBYHZACPPSJKD-UHFFFAOYSA-N	DB20198			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFCGFAGUEYAMAO-UHFFFAOYSA-N	DB00659	50112716	[A229023,A229033] The absolute bioavailability of acamprosate after oral administration is about 11%.	structured/high	drugbank_xml:DB00659#absorption	Severe renal insufficiency decreases the elimination of acamprosate, and is a contraindication.[A229023,A229033] An acamprosate dose of 333mg, three times daily, is recommended for moderate renal impairment (creatinine clearance of 30-50 mL/min).[L31738]	structured/high	drugbank_xml:DB00659#clearance	In pharmacokinetic studies, enteric-coated acamprosate tablets demonstrate a terminal elimination half-life 10-fold higher than reported 3 hour half-life after intravenous infusion of acamprosate.[A229033] After two oral doses of acamprosate 333mg, the terminal half-life ranges between 20 - 33 hours.[L31738]	structured/high	drugbank_xml:DB00659#half-life	At steady state concentrations, the distribution of acamprosate is about 20L.[A229033] Following intravenous administration, the volume of distribution is about 72-109 L (an estimated 1 L/kg).[L31738]	structured/high	drugbank_xml:DB00659#volume-of-distribution	The intraperitoneal LD50 in male mice is 1	text_mined/medium	drugbank_xml:DB00659#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFDPFLDWOXXHQM-NRFANRHFSA-N	DB15440			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFDSETGKYZMEEA-HZJYTTRNSA-N	DB16027			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFFXNOIULZQAML-UHFFFAOYSA-N	DB15886			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFGYODUJVVOZAX-CYFREDJKSA-N	DB21642			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFHJQYHRLPMKHU-CGISPIQUSA-N	DB15477			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFJRDFWMXUECEW-LBPRGKRZSA-N	DB11648			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFJYYKSVHJGXSN-XHKIUTQPSA-N	DB11459	144204961		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFLFKFHDSCQHOL-IZZDOVSWSA-N	DB05187		Following once-daily dosing, the steady state of elafibranor and its major active metabolite, GFT1007, was achieved within seven and fourteen days, respectively.[L50768] The mean (SD) Cmax at steady state was 802 (443) ng/mL for elafibranor and 2058 (459) ng/mL for GFT1007.[L50768] The mean (SD) AUC was 3758 (1749) ng	structured/high	drugbank_xml:DB05187#absorption	The mean apparent total clearance (CL/F) of elafibranor was 50.0 L/h after a single 80 mg dose under fasted conditions.[L50768]	structured/high	drugbank_xml:DB05187#clearance	Following a single 80 mg dose under fasted conditions, median elimination half-life was 70.2 hours (range 37.1 to 92.2 hours) for elafibranor, and 15.4 hours (range 9.39 to 21.7 hours) for major active metabolite GFT1007.[L50768]	structured/high	drugbank_xml:DB05187#half-life	The mean apparent volume of distribution (Vd/F) of elafibranor in healthy subjects was 4731 L, following a single dose of 80 mg under fasted conditions.[L50768]	structured/high	drugbank_xml:DB05187#volume-of-distribution	There is limited information regarding the overdosage and acute toxicity (LD50) of elafibranor	text_mined/medium	drugbank_xml:DB05187#toxicity		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFNHHLILYQEHKK-BDAKNGLRSA-N	DB12353			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFNXATANNDIXLG-UHFFFAOYSA-N	DB06820		A study done on healthy subjects given sulconazole 1% cream over a seven-day period, showed that the total percutaneous absorption of sulconazole after topical administration was 8.71-11.3% of the dose.[A7140] Another study also done on healthy volunteers given 1 g of sulconazole 1% cream, estimated that about 12% of t	structured/high	drugbank_xml:DB06820#absorption		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFSDNFLWKVMVRB-UHFFFAOYSA-N	DB08846	104171339	After oral consumption, ellagic acid reaches maximum concentrations in about 1 hour.	structured/high	drugbank_xml:DB08846#absorption	Ellagic acid is eliminated from the body in about 4 hours.	structured/high	drugbank_xml:DB08846#clearance		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFSOIHMEOKEZJF-UHFFFAOYSA-N	DB20952	144204744		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFSYRVDDZGJTIL-UHFFFAOYSA-N	DB14079			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFUWQWYPPZFWCO-LBPRGKRZSA-N	DB12402			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFXLPCNTPZQBIC-HOTGVXAUSA-N	DB17988			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AFZSMODLJJCVPP-UHFFFAOYSA-N	DB14201	144204657		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGAHNABIDCTLHW-UHFFFAOYSA-N	DB13554			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGBQKNBQESQNJD-SSDOTTSWSA-N	DB00166	29215172		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGBSXNCBIWWLHD-FQEVSTJZSA-N	DB16331			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGBTZJDOBMDLPR-UHFFFAOYSA-N	DB20378			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGGYYWICUTUTCC-NMTVEPIMSA-N	DB19928			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGHANLSBXUWXTB-UHFFFAOYSA-N	DB04831	144205234		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGJUUQSLGVCRQA-SWOUQTJZSA-N	DB13571			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGMJSPIGDFKRRO-YFKPBYRVSA-N	DB04334			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGMMTXLNIQSRCG-UHFFFAOYSA-N	DB01325	144203917		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGMOFKKOVMRGAK-UHFFFAOYSA-N	DB12949			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGNFWIZBEATIAK-UHFFFAOYSA-N	DB04311			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGNRWZQXNQBVQZ-UHFFFAOYSA-N	DB20580			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGOYDEPGAOXOCK-KCBOHYOISA-N	DB01211	26719890	Clarithromycin is well-absorbed, acid stable and may be taken with food.	structured/high	drugbank_xml:DB01211#absorption		none	none	3-4 hours	structured/high	drugbank_xml:DB01211#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGPIHNZOZNKRGT-CYBMUJFWSA-N	DB15055			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGPKZVBTJJNPAG-UHNVWZDZSA-N	DB01739	144205857		none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGPKZVBTJJNPAG-WHFBIAKZSA-N	DB00167	144206318	Absorbed from the small intestine by a sodium-dependent active-transport process	structured/high	drugbank_xml:DB00167#absorption		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGRCPNMCOXLKFO-BDVNFPICSA-N	DB00428	123022	Poor oral absorption (17-25%)	structured/high	drugbank_xml:DB00428#absorption		none	none	5-15 minutes	structured/high	drugbank_xml:DB00428#half-life		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGSOOCUNMTYPSE-ZETCQYMHSA-N	DB02347			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
AGURKSYKTJQPNA-UHFFFAOYSA-N	DB19216			none	none		none	none		none	none		none	none		none	none		none	none	2026-04-12	DrugBank:5.1|exported-on:2026-01-04;molecule_xref_core_v2
